,Date,Open,High,Low,Close,Volume,20-day MA,20-day Volatility,Signal
0,2022-07-05T00:00:00+05:30,732.0,739.25,726.1,729.05,1367769,,,No Signal
1,2022-07-06T00:00:00+05:30,721.25,751.85,721.25,749.95,1351519,,,No Signal
2,2022-07-07T00:00:00+05:30,753.0,759.6,750.0,754.85,2064199,,,No Signal
3,2022-07-08T00:00:00+05:30,756.5,764.35,755.05,761.4,1456394,,,No Signal
4,2022-07-11T00:00:00+05:30,761.55,770.0,758.4,765.9,1287117,,,No Signal
5,2022-07-12T00:00:00+05:30,760.0,762.0,752.15,756.45,609080,,,No Signal
6,2022-07-13T00:00:00+05:30,758.0,768.0,757.0,762.55,697646,,,No Signal
7,2022-07-14T00:00:00+05:30,765.0,778.8,759.3,765.85,1697611,,,No Signal
8,2022-07-15T00:00:00+05:30,766.25,792.65,766.25,790.55,3002946,,,No Signal
9,2022-07-18T00:00:00+05:30,797.8,797.95,787.8,794.35,1335985,,,No Signal
10,2022-07-19T00:00:00+05:30,790.9,793.35,784.2,787.25,1184051,,,No Signal
11,2022-07-20T00:00:00+05:30,791.0,801.2,787.5,795.0,1173216,,,No Signal
12,2022-07-21T00:00:00+05:30,795.0,820.65,793.35,818.3,2245980,,,No Signal
13,2022-07-22T00:00:00+05:30,818.3,824.0,801.15,804.05,1746104,,,No Signal
14,2022-07-25T00:00:00+05:30,804.05,813.8,801.25,807.95,940226,,,No Signal
15,2022-07-26T00:00:00+05:30,805.7,809.7,788.25,790.85,1146268,,,No Signal
16,2022-07-27T00:00:00+05:30,790.0,803.7,787.05,801.6,1056878,,,No Signal
17,2022-07-28T00:00:00+05:30,804.0,809.9,798.6,806.6,1192532,,,No Signal
18,2022-07-29T00:00:00+05:30,809.0,814.7,803.8,811.65,867435,,,No Signal
19,2022-08-01T00:00:00+05:30,812.0,814.5,799.45,811.1,1268824,783.2625,25.344681135143574,No Signal
20,2022-08-02T00:00:00+05:30,813.0,826.0,806.25,811.6,2161673,787.3900000000001,22.627414671960185,No Signal
21,2022-08-03T00:00:00+05:30,811.6,815.4,801.55,812.75,908379,790.53,21.48706097803237,No Signal
22,2022-08-04T00:00:00+05:30,792.3,798.0,781.1,789.25,15357368,792.25,19.790468200094327,Sell
23,2022-08-05T00:00:00+05:30,785.05,793.4,782.1,784.8,2109881,793.42,18.52166867553551,Sell
24,2022-08-08T00:00:00+05:30,781.5,793.9,781.0,788.7,947086,794.5600000000001,17.406786335401286,Sell
25,2022-08-10T00:00:00+05:30,788.7,793.7,786.35,790.55,1185103,796.265,14.978046215079248,Sell
26,2022-08-11T00:00:00+05:30,794.55,798.55,771.6,773.45,3370819,796.8100000000001,13.841923352816972,Sell
27,2022-08-12T00:00:00+05:30,773.45,775.9,760.55,763.45,2256783,796.6899999999999,14.13181926679896,Sell
28,2022-08-16T00:00:00+05:30,767.3,780.6,765.3,779.5,1804287,796.1375,14.592985652811235,Sell
29,2022-08-17T00:00:00+05:30,780.5,796.55,780.5,793.5,3021340,796.095,14.599701691256602,Sell
30,2022-08-18T00:00:00+05:30,793.0,813.8,791.0,807.85,3191181,797.125,14.669342359599987,No Signal
31,2022-08-19T00:00:00+05:30,807.15,809.5,784.1,786.95,1767003,796.7225000000001,14.840161325197624,Sell
32,2022-08-22T00:00:00+05:30,785.9,796.95,780.1,793.95,2166740,795.5049999999999,13.9488341335112,Sell
33,2022-08-23T00:00:00+05:30,791.9,811.65,787.0,809.35,1889998,795.77,14.168333854427733,No Signal
34,2022-08-24T00:00:00+05:30,805.0,813.0,798.5,805.7,1355354,795.6575,14.075157987334201,No Signal
35,2022-08-25T00:00:00+05:30,808.0,811.9,797.5,801.85,1267323,796.2075000000001,14.0923203703666,No Signal
36,2022-08-26T00:00:00+05:30,805.9,810.8,798.8,801.95,1253909,796.225,14.099584726993948,No Signal
37,2022-08-29T00:00:00+05:30,790.0,816.7,783.85,806.15,2181205,796.2025000000001,14.082505711174411,No Signal
38,2022-08-30T00:00:00+05:30,809.0,813.95,806.3,809.65,2692923,796.1025000000001,13.973720400884728,Sell
39,2022-09-01T00:00:00+05:30,809.65,842.0,806.0,838.4,6228262,797.4675,16.602031224807114,Buy
40,2022-09-02T00:00:00+05:30,845.0,847.0,830.7,833.7,1885336,798.5725,18.246221490604775,Buy
41,2022-09-05T00:00:00+05:30,834.0,841.15,829.05,837.45,1553674,799.8075,20.0072636480906,Buy
42,2022-09-06T00:00:00+05:30,841.65,845.8,816.0,818.25,2618628,801.2574999999999,20.25123306837069,Buy
43,2022-09-07T00:00:00+05:30,815.0,827.5,814.05,825.1,1321821,803.2725,20.53052589246192,Buy
44,2022-09-08T00:00:00+05:30,829.25,831.6,815.0,819.1,1094842,804.7925,20.520197207167612,Buy
45,2022-09-09T00:00:00+05:30,827.0,827.0,813.15,816.3,884012,806.08,20.386930798146583,Buy
46,2022-09-12T00:00:00+05:30,820.4,831.0,820.4,825.5,1300510,808.6825,19.295310822498788,Buy
47,2022-09-13T00:00:00+05:30,829.95,852.0,829.7,849.0,3309968,812.96,18.191167608137896,Buy
48,2022-09-14T00:00:00+05:30,842.9,861.15,838.55,840.25,3817784,815.9975000000001,17.36314514166494,Buy
49,2022-09-15T00:00:00+05:30,844.5,848.0,830.2,837.4,1697461,818.1925,17.14284625234605,Buy
50,2022-09-16T00:00:00+05:30,839.7,839.7,791.2,795.2,4785950,817.5600000000001,17.766546031649845,Sell
51,2022-09-19T00:00:00+05:30,799.2,802.2,787.35,793.0,1707537,817.8625,17.262286814110915,Sell
52,2022-09-20T00:00:00+05:30,797.0,812.9,795.95,804.2,1547105,818.375,16.65651050206073,Sell
53,2022-09-21T00:00:00+05:30,804.2,811.0,798.1,804.2,1082441,818.1175000000001,16.84214852996076,Sell
54,2022-09-22T00:00:00+05:30,800.55,807.75,788.0,803.2,1255058,817.9925000000001,16.948104031517925,Sell
55,2022-09-23T00:00:00+05:30,803.0,806.3,779.5,781.55,1229118,816.9775,18.50234320153436,Sell
56,2022-09-26T00:00:00+05:30,779.0,785.95,762.0,780.85,1431878,815.9225,19.94928751530784,Sell
57,2022-09-27T00:00:00+05:30,784.8,801.4,781.05,797.85,1830829,815.5074999999999,20.247386283562275,Sell
58,2022-09-28T00:00:00+05:30,795.95,804.2,790.05,793.65,1414822,814.7075,20.79956524722766,Sell
59,2022-09-29T00:00:00+05:30,797.65,803.7,790.3,792.6,1136823,812.4175,20.57379704867327,Sell
60,2022-09-30T00:00:00+05:30,791.0,806.0,787.0,802.85,1436355,810.875,20.043830262176556,Sell
61,2022-10-03T00:00:00+05:30,802.85,804.8,776.0,777.95,1652214,807.9,20.305767912746205,Sell
62,2022-10-04T00:00:00+05:30,786.75,792.45,781.2,785.15,1238726,806.2450000000001,20.761578253566014,Sell
63,2022-10-06T00:00:00+05:30,790.0,799.6,784.1,794.3,2066942,804.705,20.429029268227676,Sell
64,2022-10-07T00:00:00+05:30,787.9,793.9,779.05,780.9,1053877,802.795,20.79481147331045,Sell
65,2022-10-10T00:00:00+05:30,769.25,775.05,755.0,757.15,2334163,799.8375,22.875181189963968,Sell
66,2022-10-11T00:00:00+05:30,758.0,759.85,740.25,742.6,1956260,795.6925,25.35656395346798,Sell
67,2022-10-12T00:00:00+05:30,745.5,759.0,738.8,757.35,1372833,791.11,23.42358572936789,Sell
68,2022-10-13T00:00:00+05:30,754.95,760.2,749.15,757.4,1198483,786.9675,21.524822115531073,Sell
69,2022-10-14T00:00:00+05:30,768.95,768.95,760.0,761.25,1278726,783.1600000000001,18.681616350671447,Sell
70,2022-10-17T00:00:00+05:30,761.25,771.95,757.3,763.15,940568,781.5575,18.966912151927552,Sell
71,2022-10-18T00:00:00+05:30,767.0,776.0,763.55,774.35,1359579,780.625,18.832722781595077,Sell
72,2022-10-19T00:00:00+05:30,774.45,777.0,761.1,764.55,1115247,778.6424999999999,18.299807843396916,Sell
73,2022-10-20T00:00:00+05:30,761.55,772.0,755.5,770.7,955521,776.9675,17.34565223091299,Sell
74,2022-10-21T00:00:00+05:30,773.0,780.85,755.05,761.65,1692229,774.89,16.50633530687972,Sell
75,2022-10-24T00:00:00+05:30,770.0,776.0,764.85,770.95,292292,774.36,16.451320535701896,Sell
76,2022-10-25T00:00:00+05:30,770.0,776.8,764.65,766.95,871911,773.665,16.456322573149944,Sell
77,2022-10-27T00:00:00+05:30,774.75,779.5,759.6,770.05,1691335,772.275,15.449259052237508,Sell
78,2022-10-28T00:00:00+05:30,773.45,773.45,759.5,761.35,1597327,770.6600000000001,14.770548576919607,Sell
79,2022-10-31T00:00:00+05:30,765.2,772.45,761.9,770.15,997809,769.5375,13.839130971727046,Sell
80,2022-11-01T00:00:00+05:30,773.0,784.5,767.4,774.85,1893453,768.1375,11.512486070623407,Sell
81,2022-11-02T00:00:00+05:30,776.0,778.2,764.7,768.05,1073600,767.6425,11.278837601081092,Sell
82,2022-11-03T00:00:00+05:30,768.05,770.0,756.65,762.75,1573546,766.5225,10.53657133636443,Sell
83,2022-11-04T00:00:00+05:30,761.0,767.0,759.2,764.3,940118,765.0224999999999,8.264436730574188,Sell
84,2022-11-07T00:00:00+05:30,768.15,776.45,764.3,772.15,1004191,764.585,7.583206862256144,Sell
