Date,Open,High,Low,Close,Volume
2022-07-05T00:00:00+05:30,559.0,561.15,546.3,550.95,392881
2022-07-06T00:00:00+05:30,549.95,555.0,544.35,546.45,448580
2022-07-07T00:00:00+05:30,547.3,575.0,547.3,573.3,323046
2022-07-08T00:00:00+05:30,576.0,582.75,565.0,572.95,238939
2022-07-11T00:00:00+05:30,568.5,577.0,565.55,573.1,106642
2022-07-12T00:00:00+05:30,572.85,574.9,566.05,570.85,109162
2022-07-13T00:00:00+05:30,572.0,596.0,570.0,592.4,545763
2022-07-14T00:00:00+05:30,595.0,602.0,578.65,587.5,616327
2022-07-15T00:00:00+05:30,604.9,617.0,591.1,613.2,3076081
2022-07-18T00:00:00+05:30,614.15,627.15,614.15,624.15,612714
2022-07-19T00:00:00+05:30,616.55,626.25,609.0,614.0,475459
2022-07-20T00:00:00+05:30,619.8,620.0,593.6,604.65,1197365
2022-07-21T00:00:00+05:30,598.3,605.0,589.6,598.9,613956
2022-07-22T00:00:00+05:30,601.0,606.0,568.0,572.65,1091122
2022-07-25T00:00:00+05:30,574.5,579.85,566.1,569.25,516554
2022-07-26T00:00:00+05:30,571.9,578.75,561.25,570.7,583230
2022-07-27T00:00:00+05:30,570.8,578.0,563.0,575.25,186198
2022-07-28T00:00:00+05:30,578.7,579.0,562.2,573.1,1128661
2022-07-29T00:00:00+05:30,578.3,578.3,562.25,567.95,293845
2022-08-01T00:00:00+05:30,568.2,580.0,567.0,574.9,408013
2022-08-02T00:00:00+05:30,579.9,579.9,554.4,563.8,1004122
2022-08-03T00:00:00+05:30,563.0,565.0,552.3,557.75,598243
2022-08-04T00:00:00+05:30,557.0,572.05,554.6,570.4,536078
2022-08-05T00:00:00+05:30,572.0,574.7,559.85,563.15,366787
2022-08-08T00:00:00+05:30,565.8,577.75,563.0,576.15,334459
2022-08-10T00:00:00+05:30,580.0,582.9,570.6,577.8,375979
2022-08-11T00:00:00+05:30,580.0,587.65,576.9,582.55,367013
2022-08-12T00:00:00+05:30,582.55,592.8,578.0,591.7,438318
2022-08-16T00:00:00+05:30,592.65,597.05,585.3,595.6,397603
