Date,Open,High,Low,Close,Volume
2022-07-05T00:00:00+05:30,201.0,203.35,189.4,190.6,10113786
2022-07-06T00:00:00+05:30,186.0,186.45,172.05,174.2,14573467
2022-07-07T00:00:00+05:30,174.0,179.8,172.2,176.55,7084426
2022-07-08T00:00:00+05:30,180.45,188.8,178.85,184.2,7001172
2022-07-11T00:00:00+05:30,185.0,187.8,181.7,186.6,2293117
2022-07-12T00:00:00+05:30,185.0,189.8,181.25,183.45,2535524
2022-07-13T00:00:00+05:30,178.65,187.0,178.05,185.45,3319501
2022-07-14T00:00:00+05:30,186.9,191.6,177.0,178.0,5069058
2022-07-15T00:00:00+05:30,181.4,183.5,175.0,182.25,3054225
2022-07-18T00:00:00+05:30,182.3,185.4,182.25,184.55,1278920
2022-07-19T00:00:00+05:30,187.0,189.35,185.05,186.6,2160520
2022-07-20T00:00:00+05:30,197.5,203.0,196.0,197.45,7582750
2022-07-21T00:00:00+05:30,197.55,202.3,196.1,200.75,2177270
2022-07-22T00:00:00+05:30,202.4,202.4,194.5,195.55,1671047
2022-07-25T00:00:00+05:30,195.0,195.0,185.85,186.5,2441178
2022-07-26T00:00:00+05:30,189.5,190.0,183.5,184.45,1807459
2022-07-27T00:00:00+05:30,184.15,188.0,182.05,186.9,1382456
2022-07-28T00:00:00+05:30,187.4,188.5,184.3,186.6,1480300
2022-07-29T00:00:00+05:30,187.0,191.0,186.05,190.0,2314524
2022-08-01T00:00:00+05:30,189.9,194.5,188.3,193.85,1870179
2022-08-02T00:00:00+05:30,189.85,192.45,189.0,190.45,1410971
2022-08-03T00:00:00+05:30,190.0,191.8,188.6,189.35,767589
2022-08-04T00:00:00+05:30,188.5,190.65,186.0,187.95,747962
2022-08-05T00:00:00+05:30,187.95,205.0,186.5,197.8,5497208
2022-08-08T00:00:00+05:30,194.0,201.0,190.8,197.95,3164339
2022-08-10T00:00:00+05:30,197.6,199.0,185.65,186.9,3717004
2022-08-11T00:00:00+05:30,189.6,191.1,186.3,187.95,3096595
2022-08-12T00:00:00+05:30,189.7,194.6,189.0,190.35,4028188
2022-08-16T00:00:00+05:30,191.0,193.05,190.0,190.7,1647229
2022-08-17T00:00:00+05:30,190.1,191.5,189.1,190.4,1536128
2022-08-18T00:00:00+05:30,189.8,194.1,189.6,191.65,2520666
2022-08-19T00:00:00+05:30,194.1,194.2,188.0,189.3,2868765
2022-08-22T00:00:00+05:30,188.0,188.4,184.05,184.75,1795597
2022-08-23T00:00:00+05:30,184.45,187.45,184.2,184.95,1445630
2022-08-24T00:00:00+05:30,187.0,192.4,186.5,190.9,2992424
2022-08-25T00:00:00+05:30,193.0,193.95,190.3,191.15,1258588
2022-08-26T00:00:00+05:30,191.0,192.8,190.55,191.25,847565
2022-08-29T00:00:00+05:30,186.05,190.5,186.05,188.45,1350510
2022-08-30T00:00:00+05:30,191.6,193.7,191.35,192.8,1439737
